Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2019),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate,County FIPS Code,Longitude,Latitude,Georeferenced Lat & Long
Schuylkill,09/19/2020,4,4.1,1086,141359,2.8,2.9,768.3,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Juniata,01/08/2021,19,12,1494,24763,76.7,48.5,6033.2,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Perry,11/28/2020,7,14,680,46272,15.1,30.3,1469.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Fayette,10/21/2020,9,8.4,969,129274,7,6.5,749.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lehigh,04/18/2020,63,74,2202,369318,17.1,20,596.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Berks,09/23/2020,21,31.1,6975,421164,5,7.4,1656.1,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Northampton,07/14/2020,21,11.3,3606,305285,6.9,3.7,1181.2,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Fulton,03/22/2021,2,0.9,1167,14530,13.8,5.9,8031.7,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Bucks,04/18/2020,105,86.3,1805,628270,16.7,13.7,287.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Armstrong,10/27/2020,7,15.6,710,64735,10.8,24.1,1096.8,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Adams,05/27/2020,4,5.1,244,103009,3.9,5,236.9,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,06/07/2020,0,0.4,56,121829,0,0.4,46,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Susquehanna,03/26/2021,9,14,1939,40328,22.3,34.7,4808.1,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Adams,06/24/2020,2,2.7,328,103009,1.9,2.6,318.4,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Blair,08/19/2020,8,10.6,383,121829,6.6,8.7,314.4,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Wayne,03/04/2021,7,10,3122,51361,13.6,19.5,6078.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Washington,09/01/2020,19,13.4,1091,206865,9.2,6.5,527.4,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Wyoming,09/01/2020,0,0.4,70,26794,0,1.6,261.3,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Centre,08/26/2020,4,4,447,162385,2.5,2.5,275.3,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Indiana,10/19/2020,15,12,972,84073,17.8,14.3,1156.1,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Washington,06/21/2020,1,2,176,206865,0.5,1,85.1,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Allegheny,04/19/2020,8,23,1061,1216045,0.7,1.9,87.3,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Fayette,03/24/2021,18,31.7,11006,129274,13.9,24.5,8513.7,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Wayne,02/06/2021,21,19.3,2833,51361,40.9,37.5,5515.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Northampton,07/11/2020,7,11.4,3576,305285,2.3,3.7,1171.4,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Lehigh,08/10/2020,20,18.6,5017,369318,5.4,5,1358.4,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Armstrong,02/09/2021,6,10.6,4746,64735,9.3,16.3,7331.4,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Allegheny,06/21/2020,44,19.7,2240,1216045,3.6,1.6,184.2,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Bradford,06/27/2020,0,1,64,60323,0,1.7,106.1,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Huntingdon,09/26/2020,1,1,410,45144,2.2,2.2,908.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Chester,07/13/2020,38,29.3,4114,524989,7.2,5.6,783.6,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Somerset,04/22/2020,2,1.1,22,73447,2.7,1.6,30,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Bradford,07/07/2020,0,0.6,70,60323,0,0.9,116,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Lycoming,09/11/2020,3,4,596,113299,2.6,3.5,526,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Berks,05/16/2020,37,44,3684,421164,8.8,10.4,874.7,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Huntingdon,06/10/2020,0,0.4,239,45144,0,0.9,529.4,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Lackawanna,04/22/2020,30,21.9,713,209674,14.3,10.4,340.1,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Huntingdon,04/29/2020,10,2.7,40,45144,22.2,6,88.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cumberland,08/09/2020,16,9.9,1326,253370,6.3,3.9,523.3,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lycoming,09/26/2020,21,9.7,710,113299,18.5,8.6,626.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Clearfield,07/12/2020,3,2.4,100,79255,3.8,3.1,126.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Huntingdon,10/14/2020,20,17.9,633,45144,44.3,39.6,1402.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Warren,08/14/2020,1,0.3,25,39191,2.6,0.7,63.8,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Union,01/05/2021,57,33,3015,44923,126.9,73.5,6711.5,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Clinton,10/14/2020,2,2.1,243,38632,5.2,5.5,629,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Carbon,10/15/2020,8,5.4,539,64182,12.5,8.5,839.8,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Perry,01/10/2021,42,34.6,2047,46272,90.8,74.7,4423.8,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Delaware,08/18/2020,38,57.9,9968,566747,6.7,10.2,1758.8,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Blair,01/06/2021,96,90.4,8545,121829,78.8,74.2,7013.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Lehigh,06/18/2020,25,14,4040,369318,6.8,3.8,1093.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bucks,04/19/2020,93,93.9,1898,628270,14.8,14.9,302.1,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Fulton,03/17/2021,1,1.6,1162,14530,6.9,10.8,7997.2,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Clinton,09/17/2020,2,2.1,191,38632,5.2,5.5,494.4,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Monroe,10/14/2020,6,7.3,1916,170271,3.5,4.3,1125.3,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Crawford,12/09/2020,72,83.7,2834,84629,85.1,98.9,3348.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Jefferson,04/28/2020,0,0.3,5,43425,0,0.7,11.5,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lycoming,04/14/2020,0,2.1,31,113299,0,1.9,27.4,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Cumberland,04/29/2020,17,17.3,354,253370,6.7,6.8,139.7,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Lehigh,08/19/2020,8,10.1,5133,369318,2.2,2.7,1389.9,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Northampton,04/08/2020,91,81.3,973,305285,29.8,26.6,318.7,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Blair,05/08/2020,0,0.9,29,121829,0,0.7,23.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Perry,01/15/2021,21,29.9,2182,46272,45.4,64.5,4715.6,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clinton,11/19/2020,21,16.4,503,38632,54.4,42.5,1302,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Berks,07/26/2020,21,28.6,5054,421164,5,6.8,1200,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Dauphin,08/13/2020,28,27,2947,278299,10.1,9.7,1058.9,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Huntingdon,03/12/2021,6,19.9,4433,45144,13.3,44,9819.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Jefferson,12/06/2020,49,46.9,1150,43425,112.8,107.9,2648.2,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Jefferson,01/09/2021,25,28.4,2165,43425,57.6,65.5,4985.6,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Carbon,04/03/2020,10,6.3,47,64182,15.6,9.8,73.2,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Wayne,02/08/2021,6,12,2846,51361,11.7,23.4,5541.2,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Lehigh,08/05/2020,16,15.6,4924,369318,4.3,4.2,1333.3,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Columbia,07/01/2020,2,1.1,410,64964,3.1,1.8,631.1,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Indiana,03/15/2021,12,8.6,5198,84073,14.3,10.2,6182.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Fayette,11/07/2020,20,15.7,1202,129274,15.5,12.2,929.8,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Lycoming,09/29/2020,9,9.9,727,113299,7.9,8.7,641.7,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Bucks,06/09/2020,30,28.1,5419,628270,4.8,4.5,862.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Armstrong,03/06/2021,4,5.4,4937,64735,6.2,8.4,7626.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Wayne,10/30/2020,2,1.1,301,51361,3.9,2.2,586,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Jefferson,05/07/2020,0,0.4,8,43425,0,1,18.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Montgomery,08/06/2020,32,36.6,10148,830915,3.9,4.4,1221.3,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Chester,05/02/2020,35,45.3,1533,524989,6.7,8.6,292,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Bucks,10/02/2020,27,37,9055,628270,4.3,5.9,1441.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Washington,10/01/2020,10,12,1407,206865,4.8,5.8,680.2,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Lackawanna,04/23/2020,28,21,741,209674,13.4,10,353.4,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Wayne,12/24/2020,80,49,1625,51361,155.8,95.4,3163.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Fulton,01/19/2021,14,9.9,955,14530,96.4,67.8,6572.6,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Columbia,06/04/2020,0,0.9,353,64964,0,1.3,543.4,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Greene,04/18/2021,4,10,3083,36233,11,27.6,8508.8,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Wyoming,07/01/2020,0,0.1,40,26794,0,0.5,149.3,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Clinton,05/12/2020,3,1.3,42,38632,7.8,3.3,108.7,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Pike,06/28/2020,1,0.7,496,55809,1.8,1.3,888.7,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Elk,07/20/2020,1,0.4,39,29910,3.3,1.4,130.4,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Susquehanna,03/15/2021,12,6.3,1793,40328,29.8,15.6,4446,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Bucks,09/24/2020,32,38.1,8744,628270,5.1,6.1,1391.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Bucks,06/07/2020,17,26.9,5367,628270,2.7,4.3,854.3,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Delaware,09/05/2020,41,44.7,10769,566747,7.2,7.9,1900.1,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Luzerne,09/16/2020,7,11.3,4025,317417,2.2,3.6,1268,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Wyoming,07/14/2020,0,1.3,51,26794,0,4.8,190.3,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Erie,10/23/2020,15,16.4,1987,269728,5.6,6.1,736.7,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Centre,08/25/2020,5,3.6,443,162385,3.1,2.2,272.8,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Columbia,06/15/2020,4,2.9,388,64964,6.2,4.4,597.3,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Greene,11/02/2020,4,6.9,294,36233,11,18.9,811.4,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Carbon,06/03/2020,6,1.9,243,64182,9.3,2.9,378.6,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Crawford,11/15/2020,67,51.1,1113,84629,79.2,60.4,1315.2,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Armstrong,07/09/2020,3,0.9,85,64735,4.6,1.3,131.3,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Tioga,01/02/2021,14,15.1,2008,40591,34.5,37.3,4946.9,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Northumberland,09/29/2020,15,21.7,1097,90843,16.5,23.9,1207.6,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Philadelphia,03/19/2020,12,6,43,1584064,0.8,0.4,2.7,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Montgomery,02/06/2021,328,233.3,50202,830915,39.5,28.1,6041.8,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Huntingdon,09/19/2020,1,0.6,403,45144,2.2,1.3,892.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Columbia,03/30/2020,1,0.9,7,64964,1.5,1.3,10.8,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Warren,11/16/2020,6,4,126,39191,15.3,10.2,321.5,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Greene,05/29/2020,0,0,28,36233,0,0,77.3,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Mercer,12/09/2020,108,114.6,4067,109424,98.7,104.7,3716.7,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Schuylkill,03/25/2020,3,1.4,10,141359,2.1,1,7.1,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Jefferson,02/08/2021,9,13.9,2675,43425,20.7,31.9,6160,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Clarion,09/13/2020,3,1.7,116,38438,7.8,4.5,301.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Susquehanna,03/25/2021,26,14.3,1930,40328,64.5,35.4,4785.8,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Tioga,12/09/2020,113,46.3,1483,40591,278.4,114,3653.5,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Armstrong,03/09/2021,8,5.9,4951,64735,12.4,9,7648.1,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Indiana,02/07/2021,5,14.1,4876,84073,5.9,16.8,5799.7,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Huntingdon,05/28/2020,0,0.7,230,45144,0,1.6,509.5,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Berks,09/11/2020,86,38.3,6532,421164,20.4,9.1,1550.9,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Armstrong,05/13/2020,0,0.1,56,64735,0,0.2,86.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Montgomery,04/24/2020,98,125.1,3799,830915,11.8,15.1,457.2,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,05/03/2020,22,14.3,709,449058,4.9,3.2,157.9,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Juniata,01/28/2021,4,6.9,1686,24763,16.2,27.7,6808.5,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Chester,04/17/2020,53,35.4,802,524989,10.1,6.7,152.8,42029,-75.75626498,39.97487056,POINT (-75.75626498 39.97487056)
Montgomery,04/03/2020,118,85.4,1031,830915,14.2,10.3,124.1,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Blair,06/12/2020,2,0.4,59,121829,1.6,0.4,48.4,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
McKean,06/25/2020,0,0.3,22,40625,0,0.7,54.2,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lackawanna,04/29/2020,39,30.3,925,209674,18.6,14.4,441.2,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Northampton,04/10/2020,37,64.6,1064,305285,12.1,21.2,348.5,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Union,10/13/2020,3,5.9,630,44923,6.7,13,1402.4,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Juniata,02/13/2021,3,5,1773,24763,12.1,20.2,7159.9,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Fulton,02/13/2021,3,5.1,1101,14530,20.6,35.4,7577.4,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Fulton,10/31/2020,1,3.6,95,14530,6.9,24.6,653.8,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Huntingdon,10/26/2020,58,29.3,937,45144,128.5,64.9,2075.6,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Schuylkill,10/11/2020,19,20.6,1443,141359,13.4,14.6,1020.8,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Philadelphia,06/08/2020,90,101,19072,1584064,5.7,6.4,1204,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Bucks,07/15/2020,40,32.1,6289,628270,6.4,5.1,1001,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cumberland,07/05/2020,4,7.1,910,253370,1.6,2.8,359.2,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Northumberland,10/07/2020,16,20.1,1253,90843,17.6,22.2,1379.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Lehigh,04/15/2020,60,74.6,1995,369318,16.2,20.2,540.2,42077,-75.60099481,40.61464794,POINT (-75.60099481 40.61464794)
Bucks,03/23/2021,333,215.3,49029,628270,53,34.3,7803.8,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Adams,07/15/2020,7,6.1,414,103009,6.8,6,401.9,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Bucks,08/12/2020,36,25.7,7361,628270,5.7,4.1,1171.6,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Armstrong,03/01/2021,5,6.7,4908,64735,7.7,10.4,7581.7,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Monroe,05/10/2020,3,7.1,1232,170271,1.8,4.2,723.6,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Jefferson,02/07/2021,5,14.9,2666,43425,11.5,34.2,6139.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Columbia,03/27/2020,1,0.6,4,64964,1.5,0.9,6.2,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Clarion,04/22/2020,1,0.3,21,38438,2.6,0.7,54.6,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Bradford,11/02/2020,37,40.4,1011,60323,61.3,67,1676,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Blair,01/18/2021,39,69.7,9450,121829,32,57.2,7756.8,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Potter,11/25/2020,10,10.7,207,16526,60.5,64.8,1252.6,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Washington,05/27/2020,0,0.9,144,206865,0,0.4,69.6,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Mercer,12/15/2020,79,122,4813,109424,72.2,111.5,4398.5,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Pike,08/02/2020,2,0.6,532,55809,3.6,1,953.3,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Montgomery,08/03/2020,43,41.3,10042,830915,5.2,5,1208.5,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Wayne,08/20/2020,1,1.1,172,51361,1.9,2.2,334.9,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Jefferson,01/27/2021,15,17.3,2501,43425,34.5,39.8,5759.4,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Armstrong,08/01/2020,2,3.6,190,64735,3.1,5.5,293.5,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Carbon,06/01/2020,1,1,236,64182,1.6,1.6,367.7,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Berks,07/22/2020,33,23.7,4930,421164,7.8,5.6,1170.6,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Clearfield,09/07/2020,11,4.7,276,79255,13.9,5.9,348.2,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Huntingdon,06/24/2020,2,0.6,245,45144,4.4,1.3,542.7,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Westmoreland,06/25/2020,7,11.6,598,348899,2,3.3,171.4,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Delaware,08/27/2020,48,40.1,10369,566747,8.5,7.1,1829.6,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Luzerne,10/24/2020,83,63.4,5188,317417,26.1,20,1634.4,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Blair,11/07/2020,90,64.4,1915,121829,73.9,52.9,1571.9,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Pike,11/05/2020,9,5.1,682,55809,16.1,9.2,1222,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Schuylkill,03/24/2020,2,1,7,141359,1.4,0.7,5,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Blair,10/16/2020,21,20.6,1014,121829,17.2,16.9,832.3,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Juniata,04/09/2021,4,3.6,1969,24763,16.2,14.4,7951.4,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Dauphin,07/08/2020,11,17.7,2250,278299,4,6.4,808.5,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Dauphin,04/14/2020,21,13.9,275,278299,7.5,5,98.8,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Allegheny,05/28/2020,22,18.1,1886,1216045,1.8,1.5,155.1,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Wayne,08/04/2020,0,0.3,159,51361,0,0.6,309.6,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Indiana,02/05/2021,10,13.9,4856,84073,11.9,16.5,5775.9,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Indiana,04/13/2021,25,22,5647,84073,29.7,26.2,6716.8,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Clearfield,06/18/2020,2,1.7,68,79255,2.5,2.2,85.8,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Armstrong,03/14/2021,3,6.7,4986,64735,4.6,10.4,7702.2,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Carbon,05/15/2020,4,2.4,212,64182,6.2,3.8,330.3,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Delaware,07/04/2020,25,26,7435,566747,4.4,4.6,1311.9,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
Fulton,03/23/2021,8,2,1175,14530,55.1,13.8,8086.7,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Potter,12/08/2020,12,12.6,391,16526,72.6,76.1,2366,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Allegheny,06/01/2020,10,16.1,1942,1216045,0.8,1.3,159.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Montgomery,08/26/2020,51,43,11007,830915,6.1,5.2,1324.7,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Susquehanna,11/05/2020,3,5.6,460,40328,7.4,13.8,1140.6,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Wayne,08/29/2020,0,0.7,179,51361,0,1.4,348.5,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Northumberland,11/15/2020,9,25.9,1977,90843,9.9,28.5,2176.3,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
